port_a,port_b,lag,corr,pval,pval_corrected
Singapore,Kaohsiung,11,-0.0124,0.5282,0.8859414910349166
Singapore,Kaohsiung,12,-0.0058,0.7701,0.9527748837209302
Singapore,Kaohsiung,13,0.0076,0.6998,0.9308338745940545
Singapore,Kaohsiung,14,0.0477,0.0154,0.23143502824858755
Singapore,Kobe,1,-0.0176,0.3694,0.7959530174159579
Singapore,Kobe,2,0.0026,0.895,0.9816653632434656
Singapore,Kobe,3,-0.0177,0.3682,0.7953000406008932
Singapore,Kobe,4,-0.0177,0.3676,0.7949723577235772
Singapore,Kobe,5,-0.0245,0.2129,0.682717299578059
Singapore,Kobe,6,0.0363,0.0652,0.46621505376344086
Singapore,Kobe,7,0.0295,0.1339,0.5762974939369443
Singapore,Kobe,8,-0.0178,0.3652,0.7939812168231931
Singapore,Kobe,9,0.0092,0.6412,0.9166747246843943
Singapore,Kobe,10,0.0091,0.6421,0.9172216854535694
Singapore,Kobe,11,-0.0179,0.3634,0.7939812168231931
Singapore,Kobe,12,-0.0179,0.3628,0.7939812168231931
Singapore,Kobe,13,0.0563,0.0042,0.09714782608695652
Singapore,Kobe,14,0.0293,0.1367,0.5812907348242812
Singapore,Mizushima,1,-0.0069,0.7252,0.9387171643602816
Singapore,Mizushima,2,-0.0209,0.2885,0.7500498290180754
Singapore,Mizushima,3,-0.0348,0.0765,0.48392390011890607
Singapore,Mizushima,4,-0.0348,0.0763,0.4832333333333334
Singapore,Mizushima,5,-0.007,0.7217,0.9387171643602816
Singapore,Mizushima,6,-0.021,0.2866,0.7492920962199312
Singapore,Mizushima,7,0.0904,0.0,0.0
Singapore,Mizushima,8,0.0208,0.2909,0.7536451142440447
Singapore,Mizushima,9,0.0068,0.7286,0.938793220338983
Singapore,Mizushima,10,-0.0002,0.9934,0.997675594115428
Singapore,Mizushima,11,-0.042,0.0329,0.3514618473895582
Singapore,Mizushima,12,0.0068,0.7316,0.9400251147065927
Singapore,Mizushima,13,0.0137,0.4868,0.8638345563709139
Singapore,Mizushima,14,0.0346,0.0792,0.48579199999999995
Singapore,Nagoya,1,-0.0061,0.7549,0.9481188118811881
Singapore,Nagoya,2,0.0075,0.7024,0.9309337319382163
Singapore,Nagoya,3,0.0075,0.7034,0.931033043478261
Singapore,Nagoya,4,-0.0326,0.0976,0.5140910891089109
Singapore,Nagoya,5,-0.0259,0.1874,0.6580646864686469
Singapore,Nagoya,6,0.0074,0.7064,0.9322867774745721
Singapore,Nagoya,7,0.0007,0.9711,0.9929644572526417
Singapore,Nagoya,8,-0.0127,0.5201,0.8819196940726577
Singapore,Nagoya,9,0.0207,0.2934,0.754286265060241
Singapore,Nagoya,10,0.0407,0.0388,0.3712517985611511
Singapore,Nagoya,11,-0.0261,0.1853,0.6580646864686469
Singapore,Nagoya,12,0.0006,0.9763,0.994122947689958
Singapore,Nagoya,13,0.0139,0.4803,0.8583123950285523
Singapore,Nagoya,14,-0.0195,0.3226,0.7762243328810493
Singapore,Ningbo,1,0.0197,0.3161,0.7708273018781494
Singapore,Ningbo,2,-0.0068,0.7287,0.938793220338983
Singapore,Ningbo,3,0.0064,0.7446,0.9445248868778282
Singapore,Ningbo,4,-0.0002,0.99,0.9962927382753403
Singapore,Ningbo,5,0.0196,0.3189,0.7743258785942493
Singapore,Ningbo,6,0.0063,0.7477,0.9446126810733793
Singapore,Ningbo,7,0.0394,0.045,0.399
Singapore,Ningbo,8,0.0129,0.5121,0.8790756356614097
Singapore,Ningbo,9,0.0394,0.0454,0.4005439469320066
Singapore,Ningbo,10,0.0195,0.3225,0.7762243328810493
Singapore,Ningbo,11,0.0128,0.5148,0.8794913294797689
Singapore,Ningbo,12,0.0062,0.7539,0.9479432758213188
Singapore,Ningbo,13,-0.0005,0.9807,0.994445587955022
Singapore,Ningbo,14,0.0061,0.756,0.9481188118811881
Singapore,Port Klang,1,-0.0122,0.536,0.8868865468071915
Singapore,Port Klang,2,0.0012,0.9519,0.9908012350443843
Singapore,Port Klang,3,0.0012,0.9529,0.9908012350443843
Singapore,Port Klang,4,0.0346,0.0786,0.48579199999999995
Singapore,Port Klang,5,0.0082,0.6781,0.9288084449021629
Singapore,Port Klang,6,0.0081,0.679,0.9295625321667524
Singapore,Port Klang,7,0.0416,0.0343,0.3591780821917809
Singapore,Port Klang,8,0.0349,0.076,0.4824821002386635
Singapore,Port Klang,9,0.0014,0.945,0.9908012350443843
Singapore,Port Klang,10,-0.0054,0.785,0.9541238291066941
Singapore,Port Klang,11,0.008,0.684,0.930151569277877
Singapore,Port Klang,12,-0.0054,0.7831,0.9541238291066941
Singapore,Port Klang,13,-0.0054,0.7821,0.9540866773675762
Singapore,Port Klang,14,0.0012,0.9501,0.9908012350443843
Singapore,Qingdao,1,0.0155,0.4291,0.8310807272727273
Singapore,Qingdao,2,-0.0168,0.3933,0.8163127187864644
Singapore,Qingdao,3,-0.0039,0.8432,0.9756033057851239
Singapore,Qingdao,4,0.0219,0.2649,0.7275518843572536
Singapore,Qingdao,5,-0.0104,0.5969,0.9037189189189189
Singapore,Qingdao,6,0.0025,0.8992,0.9820615258408532
Singapore,Qingdao,7,0.0283,0.1503,0.6089254185692542
Singapore,Qingdao,8,0.0154,0.4352,0.8334028776978416
Singapore,Qingdao,9,0.0024,0.9025,0.983067158067158
Singapore,Qingdao,10,-0.0037,0.849,0.9761573373676248
Singapore,Qingdao,11,0.0351,0.0748,0.480722891566265
Singapore,Qingdao,12,-0.0103,0.6018,0.9060860215053763
Singapore,Qingdao,13,-0.0103,0.601,0.9060130348540663
Singapore,Qingdao,14,0.0609,0.002,0.05689839572192513
Singapore,Rotterdam,1,-0.0066,0.7383,0.9417992814371258
Singapore,Rotterdam,2,0.0213,0.2775,0.7398957915831664
Singapore,Rotterdam,3,-0.0345,0.0788,0.48579199999999995
Singapore,Rotterdam,4,0.0003,0.986,0.9962927382753403
Singapore,Rotterdam,5,-0.0486,0.0135,0.2196330275229358
Singapore,Rotterdam,6,0.0282,0.1511,0.6104126984126984
Singapore,Rotterdam,7,0.0282,0.1516,0.6104126984126984
Singapore,Rotterdam,8,0.0212,0.2813,0.7423194444444444
Singapore,Rotterdam,9,0.0002,0.9909,0.9967078842881453
Singapore,Rotterdam,10,-0.0138,0.4843,0.8611216577540106
Singapore,Rotterdam,11,-0.0278,0.1585,0.62223598820059
Singapore,Rotterdam,12,-0.0487,0.0133,0.21771076923076924
Singapore,Rotterdam,13,-0.0278,0.1579,0.62223598820059
Singapore,Rotterdam,14,0.0769,0.0001,0.004470588235294118
Singapore,Sakai-Semboku,1,-0.0024,0.9021,0.9828326848249028
Singapore,Sakai-Semboku,2,0.0322,0.1015,0.5232364341085272
Singapore,Sakai-Semboku,3,-0.0295,0.1328,0.5757557003257329
Singapore,Sakai-Semboku,4,-0.0227,0.248,0.7151710739341608
Singapore,Sakai-Semboku,5,-0.0022,0.9122,0.9840705596107056
Singapore,Sakai-Semboku,6,0.0047,0.8126,0.9670165526373868
Singapore,Sakai-Semboku,7,0.0115,0.559,0.8914723049434187
Singapore,Sakai-Semboku,8,0.0046,0.8146,0.9670165526373868
Singapore,Sakai-Semboku,9,-0.0091,0.6429,0.9173098666666666
Singapore,Sakai-Semboku,10,-0.0023,0.9073,0.9833939393939395
Singapore,Sakai-Semboku,11,-0.016,0.4155,0.8231541325390915
Singapore,Sakai-Semboku,12,-0.0298,0.1305,0.5718125000000001
Singapore,Sakai-Semboku,13,0.0113,0.5645,0.8924074844074843
Singapore,Sakai-Semboku,14,0.0387,0.0491,0.4115471698113208
Singapore,Shanghai (Pudong),1,-0.0185,0.3463,0.7858626865671642
Singapore,Shanghai (Pudong),2,-0.0122,0.5361,0.8868865468071915
Singapore,Shanghai (Pudong),3,0.0069,0.7244,0.9387171643602816
Singapore,Shanghai (Pudong),4,0.0328,0.0952,0.5084979919678715
Singapore,Shanghai (Pudong),5,0.0072,0.7134,0.9354912496918906
Singapore,Shanghai (Pudong),6,0.0327,0.0959,0.5106986986986987
Singapore,Shanghai (Pudong),7,0.0008,0.9683,0.9921718027734978
Singapore,Shanghai (Pudong),8,0.0391,0.0469,0.4037346278317152
Singapore,Shanghai (Pudong),9,0.0007,0.9705,0.9929644572526417
Singapore,Shanghai (Pudong),10,0.0263,0.1822,0.6558213802435724
Singapore,Shanghai (Pudong),11,-0.0057,0.7717,0.9537947050627033
Singapore,Shanghai (Pudong),12,0.0134,0.4954,0.869986798679868
Singapore,Shanghai (Pudong),13,-0.0058,0.7697,0.9527748837209302
Singapore,Shanghai (Pudong),14,-0.0058,0.7687,0.9527748837209302
Singapore,Tianjin Xin Gang,1,-0.0272,0.166,0.63175
Singapore,Tianjin Xin Gang,2,-0.0206,0.2934,0.754286265060241
Singapore,Tianjin Xin Gang,3,-0.0207,0.2929,0.754286265060241
Singapore,Tianjin Xin Gang,4,-0.0075,0.7022,0.9309337319382163
Singapore,Tianjin Xin Gang,5,-0.001,0.9614,0.9908012350443843
Singapore,Tianjin Xin Gang,6,0.0386,0.0498,0.41285847589424574
Singapore,Tianjin Xin Gang,7,0.0188,0.3399,0.7820972043010752
Singapore,Tianjin Xin Gang,8,0.0253,0.1977,0.669203539823009
Singapore,Tianjin Xin Gang,9,0.0187,0.3414,0.7820972043010752
Singapore,Tianjin Xin Gang,10,-0.0143,0.4685,0.8529466484268127
Singapore,Tianjin Xin Gang,11,-0.0143,0.4678,0.8528397260273972
Singapore,Tianjin Xin Gang,12,0.0256,0.1928,0.6644878048780487
Singapore,Tianjin Xin Gang,13,-0.0273,0.1663,0.63175
Singapore,Tianjin Xin Gang,14,0.0058,0.7698,0.9527748837209302
Singapore,Ulsan,1,0.0179,0.3617,0.7939812168231931
Singapore,Ulsan,2,-0.0161,0.4129,0.8230153615586361
Singapore,Ulsan,3,-0.0076,0.6985,0.9308338745940545
Singapore,Ulsan,4,0.0179,0.3635,0.7939812168231931
Singapore,Ulsan,5,0.0093,0.6346,0.916166078697422
Singapore,Ulsan,6,0.0178,0.3647,0.7939812168231931
Singapore,Ulsan,7,0.0093,0.6361,0.9164693822497976
Singapore,Ulsan,8,0.0348,0.077,0.4853554502369668
Singapore,Ulsan,9,0.0008,0.9688,0.9924043126684635
Singapore,Ulsan,10,-0.0077,0.6938,0.930632134774956
Singapore,Ulsan,11,0.0092,0.6392,0.9166747246843943
Singapore,Ulsan,12,-0.0078,0.6924,0.9301939393939394
Singapore,Ulsan,13,-0.0163,0.4076,0.8225461393596986
Singapore,Ulsan,14,0.0007,0.9728,0.9933389635316698
Singapore,Yokohama,1,0.0123,0.5302,0.8859442181134439
Singapore,Yokohama,2,-0.0009,0.9645,0.9908012350443843
Singapore,Yokohama,3,-0.0009,0.9635,0.9908012350443843
Singapore,Yokohama,4,-0.0207,0.2923,0.754286265060241
Singapore,Yokohama,5,-0.0471,0.0166,0.2393279132791328
Singapore,Yokohama,6,-0.0076,0.7003,0.9308338745940545
Singapore,Yokohama,7,0.0188,0.3399,0.7820972043010752
Singapore,Yokohama,8,0.0122,0.5367,0.8868865468071915
Singapore,Yokohama,9,0.0319,0.1049,0.5294762808349146
Singapore,Yokohama,10,0.0055,0.7795,0.9540866773675762
Singapore,Yokohama,11,-0.0077,0.6957,0.930632134774956
Singapore,Yokohama,12,-0.0341,0.0832,0.4928997772828508
Singapore,Yokohama,13,0.0318,0.1062,0.5330018832391714
Singapore,Yokohama,14,0.0252,0.201,0.6737996219281663
Tianjin Xin Gang,Antwerp,1,0.0294,0.134,0.5762974939369443
Tianjin Xin Gang,Antwerp,2,0.0123,0.5308,0.8859442181134439
Tianjin Xin Gang,Antwerp,3,0.0009,0.9638,0.9908012350443843
Tianjin Xin Gang,Antwerp,4,0.0009,0.965,0.9908012350443843
Tianjin Xin Gang,Antwerp,5,0.0008,0.9663,0.991650462962963
Tianjin Xin Gang,Antwerp,6,0.0065,0.7411,0.9434438860971524
Tianjin Xin Gang,Antwerp,7,-0.0217,0.2706,0.7285384615384616
Tianjin Xin Gang,Antwerp,8,0.0126,0.5229,0.8832921027592768
Tianjin Xin Gang,Antwerp,9,0.0302,0.125,0.5649957519116398
Tianjin Xin Gang,Antwerp,10,0.0072,0.7128,0.9349349112426035
Tianjin Xin Gang,Antwerp,11,-0.0042,0.8296,0.9699938461538462
Tianjin Xin Gang,Antwerp,12,0.0244,0.2159,0.6854433234421364
Tianjin Xin Gang,Antwerp,13,0.0019,0.9245,0.9874707520891364
Tianjin Xin Gang,Antwerp,14,-0.0039,0.8428,0.9755648389904265
Tianjin Xin Gang,Busan,1,0.0592,0.0026,0.07093333333333333
Tianjin Xin Gang,Busan,2,0.0474,0.0157,0.23366850828729285
Tianjin Xin Gang,Busan,3,0.0474,0.0158,0.23366850828729285
Tianjin Xin Gang,Busan,4,0.0062,0.7514,0.9459176526265972
Tianjin Xin Gang,Busan,5,0.0003,0.987,0.9962927382753403
Tianjin Xin Gang,Busan,6,-0.0173,0.3777,0.8029948062325211
Tianjin Xin Gang,Busan,7,-0.0111,0.5713,0.8965939893930465
Tianjin Xin Gang,Busan,8,-0.0053,0.7888,0.9554681238615664
Tianjin Xin Gang,Busan,9,0.0065,0.7417,0.9439818181818183
Tianjin Xin Gang,Busan,10,0.0241,0.22,0.6867016317016318
Tianjin Xin Gang,Busan,11,-0.0289,0.1415,0.5899529780564263
Tianjin Xin Gang,Busan,12,0.0064,0.7452,0.9445248868778282
Tianjin Xin Gang,Busan,13,-0.0172,0.3822,0.8079222222222222
Tianjin Xin Gang,Busan,14,0.0063,0.7475,0.9446126810733793
Tianjin Xin Gang,Chiba,1,0.0127,0.5191,0.8808969696969697
Tianjin Xin Gang,Chiba,2,0.0234,0.2337,0.69825
Tianjin Xin Gang,Chiba,3,0.0234,0.2344,0.69825
Tianjin Xin Gang,Chiba,4,0.0287,0.1439,0.5948313908313908
Tianjin Xin Gang,Chiba,5,0.0395,0.0447,0.3983316582914573
Tianjin Xin Gang,Chiba,6,-0.009,0.6462,0.9173098666666666
Tianjin Xin Gang,Chiba,7,0.0075,0.7015,0.9309337319382163
Tianjin Xin Gang,Chiba,8,-0.0087,0.6589,0.9195801047120419
Tianjin Xin Gang,Chiba,9,-0.0033,0.866,0.9780122543841115
Tianjin Xin Gang,Chiba,10,-0.0034,0.8648,0.9780122543841115
Tianjin Xin Gang,Chiba,11,-0.025,0.2045,0.6770006222775358
Tianjin Xin Gang,Chiba,12,-0.0088,0.6543,0.9184369393139842
Tianjin Xin Gang,Chiba,13,-0.0196,0.3185,0.774193607305936
Tianjin Xin Gang,Chiba,14,0.0127,0.5187,0.8804990427568604
Tianjin Xin Gang,Guangzhou (Nansha),1,0.0217,0.2695,0.7284266124936516
Tianjin Xin Gang,Guangzhou (Nansha),2,0.0271,0.1671,0.63175
Tianjin Xin Gang,Guangzhou (Nansha),3,0.0052,0.7918,0.955837531200363
Tianjin Xin Gang,Guangzhou (Nansha),4,0.0052,0.7931,0.9558415213946118
Tianjin Xin Gang,Guangzhou (Nansha),5,-0.0168,0.3928,0.8163127187864644
Tianjin Xin Gang,Guangzhou (Nansha),6,-0.0055,0.7809,0.9540866773675762
Tianjin Xin Gang,Guangzhou (Nansha),7,0.072,0.0002,0.008512
Tianjin Xin Gang,Guangzhou (Nansha),8,0.0334,0.0892,0.5070978723404256
Tianjin Xin Gang,Guangzhou (Nansha),9,0.0114,0.5635,0.8923105294467577
Tianjin Xin Gang,Guangzhou (Nansha),10,-0.0272,0.1666,0.63175
Tianjin Xin Gang,Guangzhou (Nansha),11,0.0003,0.9883,0.9962927382753403
Tianjin Xin Gang,Guangzhou (Nansha),12,-0.0053,0.7896,0.9555938209904588
Tianjin Xin Gang,Guangzhou (Nansha),13,-0.0053,0.7884,0.9552010931450694
Tianjin Xin Gang,Guangzhou (Nansha),14,0.0167,0.396,0.8171916214119473
Tianjin Xin Gang,Gwangyang (Kwangyang),1,0.0479,0.0147,0.22560458452722065
Tianjin Xin Gang,Gwangyang (Kwangyang),2,0.022,0.2621,0.7253541017653167
Tianjin Xin Gang,Gwangyang (Kwangyang),3,0.0091,0.6434,0.9173098666666666
Tianjin Xin Gang,Gwangyang (Kwangyang),4,-0.0103,0.6005,0.9060130348540663
Tianjin Xin Gang,Gwangyang (Kwangyang),5,-0.0293,0.1361,0.5811011235955056
Tianjin Xin Gang,Gwangyang (Kwangyang),6,-0.0228,0.2452,0.7124325505188421
Tianjin Xin Gang,Gwangyang (Kwangyang),7,-0.0096,0.6257,0.9144846153846155
Tianjin Xin Gang,Gwangyang (Kwangyang),8,-0.0157,0.4255,0.8299355783308932
Tianjin Xin Gang,Gwangyang (Kwangyang),9,-0.0353,0.0731,0.480722891566265
Tianjin Xin Gang,Gwangyang (Kwangyang),10,0.0234,0.2351,0.69825
Tianjin Xin Gang,Gwangyang (Kwangyang),11,0.0038,0.8473,0.9757170056252704
Tianjin Xin Gang,Gwangyang (Kwangyang),12,-0.0223,0.2573,0.72118043135192
Tianjin Xin Gang,Gwangyang (Kwangyang),13,0.0037,0.8494,0.9763102181896739
Tianjin Xin Gang,Gwangyang (Kwangyang),14,0.0037,0.8505,0.9766155838549536
Tianjin Xin Gang,Hong Kong,1,0.006,0.7613,0.950731455399061
Tianjin Xin Gang,Hong Kong,2,0.0242,0.2184,0.6857028301886792
Tianjin Xin Gang,Hong Kong,3,0.0181,0.3577,0.7939812168231931
Tianjin Xin Gang,Hong Kong,4,0.012,0.5427,0.8870475606014114
Tianjin Xin Gang,Hong Kong,5,0.018,0.3594,0.7939812168231931
Tianjin Xin Gang,Hong Kong,6,0.018,0.3602,0.7939812168231931
Tianjin Xin Gang,Hong Kong,7,0.0428,0.0296,0.33082352941176474
Tianjin Xin Gang,Hong Kong,8,0.0305,0.1204,0.5584376634699215
Tianjin Xin Gang,Hong Kong,9,0.0061,0.7553,0.9481188118811881
Tianjin Xin Gang,Hong Kong,10,0.0,0.9997,0.9997
Tianjin Xin Gang,Hong Kong,11,0.0183,0.3533,0.7933963697762769
Tianjin Xin Gang,Hong Kong,12,0.0243,0.2163,0.6854433234421364
Tianjin Xin Gang,Hong Kong,13,0.0121,0.5383,0.8869409217445099
Tianjin Xin Gang,Hong Kong,14,0.0243,0.2175,0.6856189349112426
Tianjin Xin Gang,Kaohsiung,1,-0.03,0.1265,0.5674367622259696
Tianjin Xin Gang,Kaohsiung,2,0.0427,0.0296,0.33082352941176474
Tianjin Xin Gang,Kaohsiung,3,0.0259,0.1874,0.6580646864686469
Tianjin Xin Gang,Kaohsiung,4,0.0203,0.3023,0.7614753787878789
Tianjin Xin Gang,Kaohsiung,5,-0.0077,0.6935,0.930632134774956
Tianjin Xin Gang,Kaohsiung,6,0.0034,0.862,0.9780122543841115
Tianjin Xin Gang,Kaohsiung,7,0.015,0.4447,0.840726368159204
Tianjin Xin Gang,Kaohsiung,8,0.0094,0.6332,0.9158847199564981
Tianjin Xin Gang,Kaohsiung,9,-0.0075,0.7038,0.931033043478261
Tianjin Xin Gang,Kaohsiung,10,0.0037,0.8503,0.9765967184801382
Tianjin Xin Gang,Kaohsiung,11,-0.0132,0.5039,0.8730256410256412
Tianjin Xin Gang,Kaohsiung,12,-0.0076,0.7004,0.9308338745940545
Tianjin Xin Gang,Kaohsiung,13,0.0373,0.0581,0.4439657631954351
Tianjin Xin Gang,Kaohsiung,14,-0.002,0.9182,0.986342822531799
Tianjin Xin Gang,Kobe,1,-0.0003,0.9864,0.9962927382753403
Tianjin Xin Gang,Kobe,2,0.0109,0.5777,0.8983482298316889
Tianjin Xin Gang,Kobe,3,0.0166,0.3993,0.818697996918336
Tianjin Xin Gang,Kobe,4,0.0222,0.259,0.7224381551362683
Tianjin Xin Gang,Kobe,5,0.0109,0.5811,0.8983482298316889
Tianjin Xin Gang,Kobe,6,0.0165,0.4022,0.8204214559386974
Tianjin Xin Gang,Kobe,7,0.0169,0.3905,0.8144686520376175
Tianjin Xin Gang,Kobe,8,-0.0001,0.9941,0.997675594115428
Tianjin Xin Gang,Kobe,9,-0.0058,0.7665,0.9525297827610371
Tianjin Xin Gang,Kobe,10,0.0225,0.2536,0.7202155816435432
Tianjin Xin Gang,Kobe,11,-0.0172,0.381,0.8062529832935561
Tianjin Xin Gang,Kobe,12,0.0054,0.7838,0.9541238291066941
Tianjin Xin Gang,Kobe,13,0.0337,0.0868,0.5008416485900218
Tianjin Xin Gang,Kobe,14,-0.006,0.7607,0.9504283701268201
Tianjin Xin Gang,Mizushima,1,-0.0242,0.2178,0.6856189349112426
Tianjin Xin Gang,Mizushima,2,-0.0009,0.9627,0.9908012350443843
Tianjin Xin Gang,Mizushima,3,0.0107,0.5856,0.8994939481268012
Tianjin Xin Gang,Mizushima,4,0.0282,0.1516,0.6104126984126984
Tianjin Xin Gang,Mizushima,5,-0.0243,0.2158,0.6854433234421364
Tianjin Xin Gang,Mizushima,6,-0.001,0.958,0.9908012350443843
Tianjin Xin Gang,Mizushima,7,0.0461,0.0191,0.25594962216624684
Tianjin Xin Gang,Mizushima,8,-0.0182,0.3537,0.793624630957402
Tianjin Xin Gang,Mizushima,9,-0.0241,0.2202,0.6867016317016318
Tianjin Xin Gang,Mizushima,10,-0.0066,0.7369,0.9410539956803455
Tianjin Xin Gang,Mizushima,11,-0.0242,0.2193,0.6867016317016318
Tianjin Xin Gang,Mizushima,12,-0.0184,0.3509,0.790342082980525
Tianjin Xin Gang,Mizushima,13,-0.0125,0.524,0.883855421686747
Tianjin Xin Gang,Mizushima,14,0.0284,0.15,0.6089254185692542
Tianjin Xin Gang,Nagoya,1,-0.0084,0.6679,0.9241165149544863
Tianjin Xin Gang,Nagoya,2,-0.0192,0.3278,0.7799177101967799
Tianjin Xin Gang,Nagoya,3,0.0254,0.1958,0.6668732394366197
Tianjin Xin Gang,Nagoya,4,0.0645,0.001,0.034102564102564105
Tianjin Xin Gang,Nagoya,5,0.0142,0.4705,0.8534128878281623
Tianjin Xin Gang,Nagoya,6,0.0142,0.4715,0.8544242424242424
Tianjin Xin Gang,Nagoya,7,0.009,0.6482,0.917866382752196
Tianjin Xin Gang,Nagoya,8,-0.0023,0.9088,0.9833939393939395
Tianjin Xin Gang,Nagoya,9,-0.0079,0.6886,0.9301939393939394
Tianjin Xin Gang,Nagoya,10,-0.0079,0.6875,0.9301939393939394
Tianjin Xin Gang,Nagoya,11,0.0257,0.1925,0.6644878048780487
Tianjin Xin Gang,Nagoya,12,0.0032,0.8701,0.9780122543841115
Tianjin Xin Gang,Nagoya,13,-0.0248,0.2076,0.6803743119266055
Tianjin Xin Gang,Nagoya,14,-0.008,0.683,0.930151569277877
Tianjin Xin Gang,Ningbo,1,0.085,0.0,0.0
Tianjin Xin Gang,Ningbo,2,-0.0093,0.6375,0.9164693822497976
Tianjin Xin Gang,Ningbo,3,-0.0204,0.2997,0.7596017151024298
Tianjin Xin Gang,Ningbo,4,-0.0149,0.4494,0.8439138722202613
Tianjin Xin Gang,Ningbo,5,-0.0149,0.4485,0.8439138722202613
Tianjin Xin Gang,Ningbo,6,-0.0205,0.2977,0.7578586437440307
Tianjin Xin Gang,Ningbo,7,-0.0257,0.1913,0.6637861799217731
Tianjin Xin Gang,Ningbo,8,-0.0091,0.6453,0.9173098666666666
Tianjin Xin Gang,Ningbo,9,-0.0091,0.6442,0.9173098666666666
Tianjin Xin Gang,Ningbo,10,-0.0202,0.3038,0.7629768758848514
Tianjin Xin Gang,Ningbo,11,-0.0258,0.1894,0.6610754098360655
Tianjin Xin Gang,Ningbo,12,-0.0092,0.6409,0.9166747246843943
Tianjin Xin Gang,Ningbo,13,0.0186,0.3452,0.7855064047822374
Tianjin Xin Gang,Ningbo,14,-0.0259,0.188,0.658866930171278
Tianjin Xin Gang,Port Klang,1,0.0092,0.6406,0.9166747246843943
Tianjin Xin Gang,Port Klang,2,0.0035,0.8569,0.9780122543841115
Tianjin Xin Gang,Port Klang,3,-0.0357,0.0694,0.4771546391752577
Tianjin Xin Gang,Port Klang,4,-0.0021,0.9142,0.9855205673758864
Tianjin Xin Gang,Port Klang,5,0.0039,0.8435,0.9757170056252704
Tianjin Xin Gang,Port Klang,6,0.0039,0.8447,0.9757170056252704
Tianjin Xin Gang,Port Klang,7,0.0099,0.6159,0.9119365432785973
Tianjin Xin Gang,Port Klang,8,0.0323,0.1001,0.520074074074074
Tianjin Xin Gang,Port Klang,9,0.0042,0.8318,0.9710721966205836
Tianjin Xin Gang,Port Klang,10,-0.0071,0.7181,0.9370973277764157
Tianjin Xin Gang,Port Klang,11,0.021,0.286,0.7492920962199312
Tianjin Xin Gang,Port Klang,12,0.021,0.2868,0.7492920962199312
Tianjin Xin Gang,Port Klang,13,0.0153,0.4369,0.8348542713567839
Tianjin Xin Gang,Port Klang,14,0.004,0.8381,0.9737085514834205
Tianjin Xin Gang,Qingdao,1,0.0946,0.0,0.0
Tianjin Xin Gang,Qingdao,2,0.0514,0.0089,0.16671830985915492
Tianjin Xin Gang,Qingdao,3,0.0297,0.1307,0.5718125000000001
Tianjin Xin Gang,Qingdao,4,-0.0298,0.1293,0.5707870753935378
Tianjin Xin Gang,Qingdao,5,-0.019,0.333,0.7820972043010752
Tianjin Xin Gang,Qingdao,6,-0.0028,0.8851,0.9803146067415731
Tianjin Xin Gang,Qingdao,7,0.0301,0.1262,0.5674367622259696
Tianjin Xin Gang,Qingdao,8,0.0084,0.671,0.9261711618257261
Tianjin Xin Gang,Qingdao,9,-0.0025,0.8982,0.9820615258408532
Tianjin Xin Gang,Qingdao,10,0.0033,0.8673,0.9780122543841115
Tianjin Xin Gang,Qingdao,11,-0.0293,0.136,0.5811011235955056
Tianjin Xin Gang,Qingdao,12,0.0032,0.8699,0.9780122543841115
Tianjin Xin Gang,Qingdao,13,0.0141,0.4753,0.8562803928208601
Tianjin Xin Gang,Qingdao,14,-0.0077,0.6955,0.930632134774956
Tianjin Xin Gang,Rotterdam,1,-0.0121,0.5366,0.8868865468071915
Tianjin Xin Gang,Rotterdam,2,-0.0005,0.9806,0.994445587955022
Tianjin Xin Gang,Rotterdam,3,0.0053,0.7859,0.9542742413871776
Tianjin Xin Gang,Rotterdam,4,-0.0064,0.7454,0.9445248868778282
Tianjin Xin Gang,Rotterdam,5,-0.0064,0.7443,0.9445248868778282
Tianjin Xin Gang,Rotterdam,6,0.0286,0.1452,0.5964475308641976
Tianjin Xin Gang,Rotterdam,7,0.0056,0.7749,0.9540866773675762
Tianjin Xin Gang,Rotterdam,8,0.0115,0.5603,0.8914723049434187
Tianjin Xin Gang,Rotterdam,9,0.0056,0.7772,0.9540866773675762
Tianjin Xin Gang,Rotterdam,10,-0.0003,0.9868,0.9962927382753403
Tianjin Xin Gang,Rotterdam,11,-0.0297,0.1317,0.5737254901960784
Tianjin Xin Gang,Rotterdam,12,0.0055,0.7808,0.9540866773675762
Tianjin Xin Gang,Rotterdam,13,-0.0004,0.9833,0.9956520746098211
Tianjin Xin Gang,Rotterdam,14,0.023,0.2427,0.7102112211221122
Tianjin Xin Gang,Sakai-Semboku,1,-0.0096,0.6241,0.9141325997248968
Tianjin Xin Gang,Sakai-Semboku,2,-0.0207,0.2914,0.7536451142440447
Tianjin Xin Gang,Sakai-Semboku,3,0.0022,0.9108,0.9836818181818182
Tianjin Xin Gang,Sakai-Semboku,4,0.0137,0.4873,0.8639240506329113
Tianjin Xin Gang,Sakai-Semboku,5,0.0308,0.1166,0.5504099378881988
Tianjin Xin Gang,Sakai-Semboku,6,-0.0209,0.289,0.7503562713518789
Tianjin Xin Gang,Sakai-Semboku,7,0.0025,0.8994,0.9820615258408532
Tianjin Xin Gang,Sakai-Semboku,8,-0.0206,0.2959,0.7557717026378897
Tianjin Xin Gang,Sakai-Semboku,9,-0.0263,0.1805,0.6534347826086956
